room,startDate,endDate,guest,totalPrice,status,customer_email,specialRequests
Deluxe Suite,2025-01-11,2025-01-21,2,464.92,confirmed,user_9192@example.com,Early check-in
Executive King,2025-12-02,2025-12-04,1,745.88,confirmed,user_4539@example.com,None
Presidential Suite,2025-01-05,2025-01-10,4,1337.18,confirmed,user_720@example.com,Late checkout
Presidential Suite,2025-03-19,2025-03-25,1,1129.25,confirmed,user_6292@example.com,None
Presidential Suite,2025-04-12,2025-04-20,3,1216.14,confirmed,user_2139@example.com,Early check-in
Executive King,2025-01-19,2025-01-27,1,957.46,canceled,user_6155@example.com,Early check-in
Deluxe Suite,2025-07-23,2025-07-29,1,876.06,confirmed,user_710@example.com,None
Presidential Suite,2025-06-05,2025-06-17,1,1187.29,confirmed,user_8801@example.com,Early check-in
Presidential Suite,2025-08-18,2025-08-28,4,1443.51,confirmed,user_8732@example.com,None
Deluxe Suite,2025-03-04,2025-03-07,2,501.59,confirmed,user_6766@example.com,None
Deluxe Suite,2025-01-26,2025-02-05,2,521.67,confirmed,user_2407@example.com,None
Executive King,2025-11-18,2025-11-22,2,852.44,confirmed,user_8270@example.com,None
Executive King,2025-01-28,2025-02-02,2,755.1,confirmed,user_1352@example.com,Late checkout
Presidential Suite,2025-03-01,2025-03-06,2,1125.59,confirmed,user_7660@example.com,None
Presidential Suite,2025-04-25,2025-05-06,3,1145.5,confirmed,user_7521@example.com,None
Executive King,2025-11-19,2025-11-27,2,872.72,confirmed,user_1820@example.com,None
Deluxe Suite,2025-02-26,2025-03-06,1,640.14,confirmed,user_1907@example.com,None
Deluxe Suite,2025-03-10,2025-03-23,1,653.43,confirmed,user_1860@example.com,None
Presidential Suite,2025-03-28,2025-04-08,4,1497.83,confirmed,user_6492@example.com,Early check-in
Presidential Suite,2025-10-07,2025-10-20,2,1263.88,confirmed,user_3503@example.com,None
Deluxe Suite,2025-08-04,2025-08-13,1,816.09,confirmed,user_9857@example.com,None
Executive King,2025-10-17,2025-10-24,2,809.37,confirmed,user_6037@example.com,None
Deluxe Suite,2025-12-29,2026-01-04,2,493.72,canceled,user_6452@example.com,None
Deluxe Suite,2025-12-08,2025-12-09,1,413.53,confirmed,user_8325@example.com,Late checkout
Executive King,2025-04-23,2025-04-27,1,591.4,confirmed,user_4961@example.com,None
Presidential Suite,2025-11-11,2025-11-24,4,938.04,confirmed,user_7141@example.com,None
Executive King,2025-09-24,2025-10-07,1,633.16,confirmed,user_3821@example.com,None
Executive King,2025-04-16,2025-04-26,1,622.28,canceled,user_9890@example.com,None
Executive King,2025-08-08,2025-08-12,1,599.76,confirmed,user_7155@example.com,Late checkout
Deluxe Suite,2025-04-06,2025-04-15,2,566.98,canceled,user_9921@example.com,None
Deluxe Suite,2025-03-27,2025-04-04,1,717.13,confirmed,user_2653@example.com,Early check-in
Deluxe Suite,2025-08-16,2025-08-21,1,573.47,confirmed,user_5765@example.com,None
Deluxe Suite,2025-10-14,2025-10-24,2,669.58,confirmed,user_3869@example.com,None
Deluxe Suite,2025-10-18,2025-10-24,1,861.41,confirmed,user_2586@example.com,None
Executive King,2025-10-07,2025-10-17,2,762.07,confirmed,user_5494@example.com,Late checkout
Deluxe Suite,2025-02-12,2025-02-23,2,657.37,confirmed,user_5599@example.com,Early check-in
Executive King,2025-03-01,2025-03-09,1,935.29,confirmed,user_5052@example.com,None
Deluxe Suite,2025-08-15,2025-08-28,2,388.35,confirmed,user_26@example.com,None
Presidential Suite,2025-10-08,2025-10-16,3,1173.66,confirmed,user_2488@example.com,None
Presidential Suite,2025-07-20,2025-07-22,2,1324.85,confirmed,user_5277@example.com,None
Deluxe Suite,2025-12-27,2026-01-02,2,675.85,canceled,user_1108@example.com,None
Deluxe Suite,2025-09-04,2025-09-07,1,629.32,confirmed,user_6094@example.com,None
Presidential Suite,2025-09-16,2025-09-25,1,1382.06,confirmed,user_9355@example.com,None
Executive King,2025-01-23,2025-01-30,1,835.32,confirmed,user_821@example.com,Late checkout
Executive King,2025-07-10,2025-07-18,1,757.89,confirmed,user_9458@example.com,Early check-in
Executive King,2025-12-24,2025-12-27,1,797.6,confirmed,user_1387@example.com,None
Executive King,2025-01-14,2025-01-21,1,1026.15,confirmed,user_9255@example.com,None
Deluxe Suite,2025-10-17,2025-10-19,2,696.03,confirmed,user_2998@example.com,None
Executive King,2025-10-31,2025-11-01,2,1051.67,canceled,user_5864@example.com,None
Deluxe Suite,2025-04-28,2025-05-02,1,687.26,confirmed,user_1550@example.com,None
Presidential Suite,2025-09-20,2025-10-02,3,1231.76,confirmed,user_3365@example.com,None
Deluxe Suite,2025-05-14,2025-05-17,2,580.0,canceled,user_3426@example.com,None
Executive King,2025-05-19,2025-05-27,1,939.82,confirmed,user_8891@example.com,None
Deluxe Suite,2025-11-30,2025-12-08,2,573.15,confirmed,user_5877@example.com,None
Deluxe Suite,2025-05-18,2025-05-19,2,811.29,confirmed,user_3987@example.com,None
Deluxe Suite,2025-07-08,2025-07-13,1,523.85,confirmed,user_7595@example.com,Early check-in
Executive King,2025-08-09,2025-08-21,2,526.38,confirmed,user_7303@example.com,None
Executive King,2025-12-15,2025-12-20,1,730.66,confirmed,user_1454@example.com,None
Presidential Suite,2025-04-15,2025-04-19,3,1140.12,confirmed,user_675@example.com,None
Executive King,2025-07-14,2025-07-25,2,783.72,confirmed,user_9823@example.com,Early check-in
Executive King,2025-05-15,2025-05-16,1,631.37,confirmed,user_5666@example.com,None
Presidential Suite,2025-12-15,2025-12-16,4,1274.82,canceled,user_9251@example.com,None
Executive King,2025-11-26,2025-12-03,2,723.09,confirmed,user_8955@example.com,None
Presidential Suite,2025-07-23,2025-08-05,4,1201.62,confirmed,user_9010@example.com,None
Presidential Suite,2025-12-09,2025-12-11,3,1068.02,confirmed,user_7608@example.com,None
Executive King,2025-01-07,2025-01-11,1,708.02,confirmed,user_1556@example.com,None
Deluxe Suite,2025-12-20,2025-12-24,2,757.52,confirmed,user_1075@example.com,None
Deluxe Suite,2025-06-16,2025-06-28,1,283.64,confirmed,user_1699@example.com,Early check-in
Presidential Suite,2025-07-19,2025-07-24,2,1314.98,confirmed,user_4764@example.com,None
Deluxe Suite,2025-09-10,2025-09-13,2,551.36,confirmed,user_4040@example.com,None
Presidential Suite,2025-07-29,2025-08-02,2,1073.24,confirmed,user_8106@example.com,None
Executive King,2025-12-03,2025-12-06,2,610.83,confirmed,user_9339@example.com,Early check-in
Executive King,2025-02-12,2025-02-23,2,612.76,confirmed,user_6694@example.com,None
Presidential Suite,2025-04-14,2025-04-18,4,1079.61,canceled,user_9679@example.com,None
Deluxe Suite,2025-01-22,2025-02-03,2,301.73,confirmed,user_6214@example.com,None
Deluxe Suite,2025-01-05,2025-01-16,2,338.85,confirmed,user_3454@example.com,None
Deluxe Suite,2025-12-09,2025-12-11,1,507.51,confirmed,user_6156@example.com,Late checkout
Deluxe Suite,2025-02-24,2025-02-28,1,872.27,confirmed,user_1785@example.com,None
Executive King,2025-02-14,2025-02-27,2,847.25,canceled,user_9997@example.com,Late checkout
Deluxe Suite,2025-08-19,2025-08-29,2,501.54,confirmed,user_5842@example.com,Early check-in
Deluxe Suite,2025-11-01,2025-11-02,1,778.29,confirmed,user_6088@example.com,None
Presidential Suite,2025-02-07,2025-02-11,1,951.7,confirmed,user_6678@example.com,None
Deluxe Suite,2025-10-30,2025-11-10,2,494.35,confirmed,user_7908@example.com,None
Executive King,2025-10-22,2025-10-26,2,973.41,confirmed,user_9612@example.com,None
Presidential Suite,2025-12-06,2025-12-12,4,1191.07,confirmed,user_1226@example.com,None
Executive King,2025-09-09,2025-09-22,1,947.47,canceled,user_8611@example.com,Late checkout
Deluxe Suite,2025-10-11,2025-10-18,2,429.84,canceled,user_466@example.com,None
Presidential Suite,2025-06-14,2025-06-19,1,1180.51,confirmed,user_7135@example.com,None
Executive King,2025-04-06,2025-04-11,2,991.62,confirmed,user_207@example.com,Early check-in
Executive King,2025-03-01,2025-03-11,1,822.91,canceled,user_8706@example.com,None
Executive King,2025-02-13,2025-02-21,1,800.93,confirmed,user_7791@example.com,None
Deluxe Suite,2025-10-31,2025-11-11,2,471.57,confirmed,user_4178@example.com,None
Executive King,2025-06-24,2025-06-27,2,703.63,canceled,user_3692@example.com,None
Presidential Suite,2025-02-06,2025-02-13,1,1321.76,confirmed,user_1107@example.com,Early check-in
Executive King,2025-09-10,2025-09-11,2,668.34,confirmed,user_7073@example.com,None
Executive King,2025-07-18,2025-07-22,1,699.84,confirmed,user_9026@example.com,None
Executive King,2025-04-23,2025-05-04,2,954.06,confirmed,user_4158@example.com,None
Deluxe Suite,2025-04-04,2025-04-05,2,670.92,canceled,user_297@example.com,None
Deluxe Suite,2025-09-11,2025-09-18,1,520.7,confirmed,user_7925@example.com,None
Executive King,2025-08-14,2025-08-15,2,828.49,confirmed,user_3182@example.com,None
Deluxe Suite,2025-07-23,2025-07-25,2,525.58,confirmed,user_1351@example.com,None
Presidential Suite,2025-08-15,2025-08-26,4,1126.27,confirmed,user_6705@example.com,Early check-in
Executive King,2025-01-03,2025-01-16,2,579.57,confirmed,user_2124@example.com,Early check-in
Executive King,2025-01-21,2025-01-24,2,547.23,confirmed,user_6553@example.com,None
Deluxe Suite,2025-05-26,2025-05-28,2,450.28,confirmed,user_103@example.com,None
Presidential Suite,2025-02-03,2025-02-15,4,1366.2,confirmed,user_5863@example.com,None
Executive King,2025-05-15,2025-05-22,1,845.91,confirmed,user_9707@example.com,None
Executive King,2025-05-25,2025-06-03,1,592.78,confirmed,user_6609@example.com,None
Deluxe Suite,2025-09-07,2025-09-16,1,546.74,confirmed,user_4850@example.com,None
Deluxe Suite,2025-08-12,2025-08-25,2,766.49,confirmed,user_811@example.com,None
Deluxe Suite,2025-03-29,2025-04-05,1,616.51,canceled,user_560@example.com,None
Presidential Suite,2025-05-29,2025-06-02,4,1185.91,confirmed,user_2174@example.com,None
Deluxe Suite,2025-08-27,2025-09-06,2,729.38,confirmed,user_6502@example.com,None
Presidential Suite,2025-11-05,2025-11-15,4,886.35,confirmed,user_9790@example.com,Early check-in
Executive King,2025-01-08,2025-01-12,1,814.98,confirmed,user_7196@example.com,None
Deluxe Suite,2025-04-22,2025-04-28,1,348.02,confirmed,user_666@example.com,Late checkout
Deluxe Suite,2025-04-20,2025-04-26,1,474.82,confirmed,user_1858@example.com,None
Executive King,2025-03-17,2025-03-19,2,911.57,confirmed,user_2000@example.com,None
Deluxe Suite,2025-05-07,2025-05-09,1,695.51,confirmed,user_8637@example.com,None
Executive King,2025-10-09,2025-10-20,2,655.42,confirmed,user_1545@example.com,None
Executive King,2025-08-17,2025-08-30,2,527.06,confirmed,user_7954@example.com,None
Presidential Suite,2025-04-19,2025-04-29,4,1251.64,confirmed,user_4604@example.com,None
Executive King,2025-04-01,2025-04-06,2,757.31,confirmed,user_3058@example.com,Early check-in
Deluxe Suite,2025-03-05,2025-03-09,1,578.73,confirmed,user_5266@example.com,Late checkout
Deluxe Suite,2025-04-23,2025-04-30,1,494.44,confirmed,user_8897@example.com,None
Deluxe Suite,2025-12-08,2025-12-21,1,333.64,confirmed,user_8450@example.com,None
Presidential Suite,2025-08-04,2025-08-13,1,1255.73,confirmed,user_2139@example.com,None
Executive King,2025-10-21,2025-10-28,2,943.1,confirmed,user_9046@example.com,None
Executive King,2025-05-16,2025-05-24,2,847.49,confirmed,user_4636@example.com,None
Deluxe Suite,2025-06-25,2025-06-30,2,616.74,confirmed,user_2818@example.com,None
Executive King,2025-03-22,2025-03-29,1,894.71,confirmed,user_9076@example.com,None
Presidential Suite,2025-12-16,2025-12-28,2,1139.55,confirmed,user_7239@example.com,None
Presidential Suite,2025-03-14,2025-03-16,3,1158.79,confirmed,user_442@example.com,None
Executive King,2025-08-18,2025-08-19,1,910.49,confirmed,user_6553@example.com,Early check-in
Deluxe Suite,2025-12-08,2025-12-20,1,574.53,confirmed,user_6540@example.com,None
Deluxe Suite,2025-08-10,2025-08-13,1,605.63,confirmed,user_8835@example.com,None
Executive King,2025-05-12,2025-05-20,1,734.78,canceled,user_2855@example.com,None
Presidential Suite,2025-02-20,2025-02-27,2,1191.05,canceled,user_622@example.com,None
Deluxe Suite,2025-12-27,2026-01-09,2,729.11,confirmed,user_1415@example.com,None
Presidential Suite,2025-07-22,2025-08-02,1,1111.41,confirmed,user_5288@example.com,Early check-in
Deluxe Suite,2025-11-18,2025-11-21,1,824.14,confirmed,user_7915@example.com,None
Deluxe Suite,2025-03-19,2025-03-31,1,814.49,confirmed,user_8796@example.com,None
Executive King,2025-07-23,2025-07-24,2,789.62,confirmed,user_6024@example.com,None
Executive King,2025-09-14,2025-09-21,1,929.47,confirmed,user_6644@example.com,Early check-in
Executive King,2025-03-07,2025-03-13,1,818.47,confirmed,user_4084@example.com,None
Presidential Suite,2025-05-26,2025-05-27,3,1180.36,confirmed,user_8916@example.com,None
Executive King,2025-11-25,2025-12-05,2,658.3,confirmed,user_739@example.com,None
Executive King,2025-05-16,2025-05-22,2,931.51,confirmed,user_1995@example.com,None
Presidential Suite,2025-09-13,2025-09-18,3,1015.2,confirmed,user_8212@example.com,None
Executive King,2025-06-01,2025-06-13,2,914.53,confirmed,user_6981@example.com,None
Executive King,2025-02-22,2025-03-03,1,781.67,confirmed,user_127@example.com,Early check-in
Deluxe Suite,2025-09-24,2025-10-03,2,930.57,confirmed,user_2279@example.com,None
Executive King,2025-09-09,2025-09-16,2,692.41,confirmed,user_2179@example.com,None
Executive King,2025-11-15,2025-11-28,2,703.75,confirmed,user_7083@example.com,Late checkout
Executive King,2025-11-24,2025-12-05,2,857.62,confirmed,user_7242@example.com,Early check-in
Deluxe Suite,2025-03-30,2025-04-02,2,765.53,confirmed,user_1453@example.com,None
Presidential Suite,2025-03-20,2025-03-22,1,1152.39,confirmed,user_3501@example.com,None
Presidential Suite,2025-11-15,2025-11-24,4,1071.57,confirmed,user_1752@example.com,Early check-in
Presidential Suite,2025-01-26,2025-02-03,2,1216.2,confirmed,user_9981@example.com,None
Presidential Suite,2025-05-20,2025-05-28,1,1113.94,confirmed,user_4075@example.com,None
Deluxe Suite,2025-10-23,2025-10-29,2,536.41,confirmed,user_2494@example.com,Late checkout
Presidential Suite,2025-03-14,2025-03-21,4,1262.61,confirmed,user_593@example.com,None
Presidential Suite,2025-04-22,2025-04-30,1,1238.17,confirmed,user_4470@example.com,None
Executive King,2025-12-26,2025-12-28,1,889.37,canceled,user_2822@example.com,None
Presidential Suite,2025-04-28,2025-05-01,4,1157.4,canceled,user_905@example.com,None
Deluxe Suite,2025-05-12,2025-05-21,2,722.36,confirmed,user_455@example.com,Late checkout
Deluxe Suite,2025-01-26,2025-01-30,1,761.67,confirmed,user_8989@example.com,None
Executive King,2025-04-06,2025-04-15,1,828.25,confirmed,user_2645@example.com,None
Presidential Suite,2025-11-06,2025-11-12,4,1128.73,confirmed,user_5000@example.com,None
Presidential Suite,2025-09-03,2025-09-05,2,1245.86,confirmed,user_9641@example.com,None
Executive King,2025-02-05,2025-02-12,2,710.31,confirmed,user_6384@example.com,None
Executive King,2025-08-25,2025-08-27,2,824.31,canceled,user_3504@example.com,None
Deluxe Suite,2025-02-15,2025-02-23,1,811.47,confirmed,user_8626@example.com,Late checkout
Presidential Suite,2025-06-04,2025-06-06,3,1240.78,canceled,user_7423@example.com,None
Presidential Suite,2025-06-04,2025-06-11,3,1143.69,confirmed,user_6093@example.com,None
Presidential Suite,2025-03-20,2025-03-24,2,1224.77,confirmed,user_8916@example.com,None
Presidential Suite,2025-01-24,2025-01-27,3,1060.75,confirmed,user_3378@example.com,Early check-in
Executive King,2025-11-05,2025-11-12,2,565.71,confirmed,user_7045@example.com,Early check-in
Deluxe Suite,2025-12-21,2025-12-31,2,736.92,canceled,user_5707@example.com,None
Executive King,2025-06-14,2025-06-17,1,1011.23,confirmed,user_7351@example.com,Late checkout
Executive King,2025-07-21,2025-07-23,1,706.94,confirmed,user_2754@example.com,Late checkout
Deluxe Suite,2025-01-13,2025-01-19,2,761.33,confirmed,user_5575@example.com,None
Deluxe Suite,2025-11-15,2025-11-23,2,648.17,confirmed,user_5077@example.com,None
Executive King,2025-05-09,2025-05-21,1,958.86,confirmed,user_6613@example.com,None
Deluxe Suite,2025-02-19,2025-03-01,2,560.71,confirmed,user_2676@example.com,None
Deluxe Suite,2025-04-21,2025-05-04,1,446.27,confirmed,user_2716@example.com,None
Executive King,2025-01-05,2025-01-16,1,742.75,confirmed,user_9208@example.com,None
Presidential Suite,2025-12-31,2026-01-08,1,1230.02,confirmed,user_3764@example.com,Late checkout
Deluxe Suite,2025-12-06,2025-12-09,2,712.21,canceled,user_6614@example.com,Early check-in
Presidential Suite,2025-03-19,2025-03-29,1,1508.09,confirmed,user_7181@example.com,Late checkout
Presidential Suite,2025-01-24,2025-02-01,3,1015.75,confirmed,user_9142@example.com,None
Executive King,2025-06-12,2025-06-21,2,903.62,confirmed,user_5581@example.com,None
Presidential Suite,2025-05-21,2025-05-24,1,1139.0,confirmed,user_3965@example.com,Early check-in
Executive King,2025-06-17,2025-06-18,1,676.91,confirmed,user_4720@example.com,None
Deluxe Suite,2025-01-23,2025-02-03,2,635.74,confirmed,user_4926@example.com,None
Executive King,2025-02-20,2025-03-05,2,942.84,canceled,user_2663@example.com,None
Deluxe Suite,2025-11-01,2025-11-04,1,314.69,confirmed,user_6188@example.com,None
Executive King,2025-03-06,2025-03-18,1,791.07,confirmed,user_8417@example.com,Early check-in
Presidential Suite,2025-10-04,2025-10-09,1,1225.65,confirmed,user_7072@example.com,Early check-in
Executive King,2025-01-09,2025-01-12,1,749.13,canceled,user_126@example.com,Early check-in
Presidential Suite,2025-05-29,2025-06-08,2,1273.89,confirmed,user_8674@example.com,Late checkout
Deluxe Suite,2025-11-21,2025-11-22,1,541.81,confirmed,user_6172@example.com,None
Executive King,2025-03-28,2025-04-10,1,989.63,confirmed,user_1324@example.com,None
Deluxe Suite,2025-04-29,2025-05-03,2,529.67,confirmed,user_2475@example.com,None
Presidential Suite,2025-12-11,2025-12-18,1,950.13,confirmed,user_8207@example.com,None
Presidential Suite,2025-01-20,2025-02-01,4,1217.58,confirmed,user_5666@example.com,None
Executive King,2025-02-01,2025-02-04,2,767.19,confirmed,user_8928@example.com,None
Deluxe Suite,2025-04-28,2025-05-11,1,889.2,confirmed,user_6566@example.com,None
Executive King,2025-09-28,2025-10-10,2,984.67,confirmed,user_58@example.com,None
Deluxe Suite,2025-09-01,2025-09-03,1,363.48,confirmed,user_4956@example.com,Early check-in
Deluxe Suite,2025-02-01,2025-02-04,2,489.0,confirmed,user_2421@example.com,Early check-in
Executive King,2025-05-08,2025-05-09,1,652.63,confirmed,user_8359@example.com,Early check-in
Deluxe Suite,2025-01-13,2025-01-15,2,665.75,confirmed,user_101@example.com,None
Deluxe Suite,2025-07-24,2025-08-06,2,778.68,confirmed,user_8651@example.com,None
Executive King,2025-11-07,2025-11-11,2,783.7,confirmed,user_7139@example.com,None
Executive King,2025-09-28,2025-10-04,2,890.16,confirmed,user_7816@example.com,None
Executive King,2025-05-10,2025-05-14,2,769.46,confirmed,user_8697@example.com,None
Executive King,2025-05-13,2025-05-23,1,773.97,confirmed,user_4971@example.com,None
Presidential Suite,2025-10-07,2025-10-16,2,1342.54,canceled,user_9400@example.com,None
Deluxe Suite,2025-05-19,2025-05-25,2,772.4,confirmed,user_5570@example.com,None
Deluxe Suite,2025-06-05,2025-06-07,1,503.0,canceled,user_6935@example.com,None
Deluxe Suite,2025-08-01,2025-08-10,1,510.65,confirmed,user_205@example.com,None
Executive King,2025-08-31,2025-09-12,2,698.67,confirmed,user_6942@example.com,None
Presidential Suite,2025-07-15,2025-07-16,1,1283.0,canceled,user_4555@example.com,Early check-in
Deluxe Suite,2025-04-19,2025-04-24,1,718.65,confirmed,user_2873@example.com,None
Deluxe Suite,2025-12-03,2025-12-16,2,432.51,canceled,user_7832@example.com,None
Executive King,2025-08-05,2025-08-16,1,1108.94,confirmed,user_7619@example.com,Early check-in
Deluxe Suite,2025-06-13,2025-06-26,1,428.2,canceled,user_9738@example.com,None
Presidential Suite,2025-08-14,2025-08-21,4,1194.81,confirmed,user_129@example.com,None
Executive King,2025-07-09,2025-07-20,1,843.55,confirmed,user_3653@example.com,None
Presidential Suite,2025-07-13,2025-07-24,4,976.0,confirmed,user_2870@example.com,Early check-in
Presidential Suite,2025-05-09,2025-05-17,2,1112.08,confirmed,user_9616@example.com,None
Presidential Suite,2025-08-09,2025-08-22,4,1161.37,confirmed,user_6583@example.com,None
Deluxe Suite,2025-05-18,2025-05-29,1,879.27,confirmed,user_4822@example.com,None
Executive King,2025-06-27,2025-06-28,1,984.45,confirmed,user_272@example.com,None
Deluxe Suite,2025-12-19,2025-12-22,1,118.97,canceled,user_4866@example.com,Early check-in
Executive King,2025-03-10,2025-03-21,1,772.69,canceled,user_7648@example.com,None
Executive King,2025-07-04,2025-07-13,1,784.52,confirmed,user_745@example.com,None
Presidential Suite,2025-01-30,2025-01-31,2,1195.57,confirmed,user_3182@example.com,None
Presidential Suite,2025-04-22,2025-04-26,3,1365.85,confirmed,user_4367@example.com,Early check-in
Executive King,2025-08-22,2025-08-30,2,925.23,confirmed,user_2166@example.com,None
Deluxe Suite,2025-10-25,2025-10-26,2,591.61,confirmed,user_8787@example.com,None
Deluxe Suite,2025-03-18,2025-03-27,2,752.73,confirmed,user_2823@example.com,None
Deluxe Suite,2025-11-26,2025-12-02,2,508.02,confirmed,user_6394@example.com,None
Deluxe Suite,2025-12-05,2025-12-13,1,809.0,canceled,user_9715@example.com,Late checkout
Deluxe Suite,2025-03-22,2025-03-27,1,897.0,confirmed,user_6637@example.com,None
Executive King,2025-08-21,2025-08-25,1,862.47,confirmed,user_4079@example.com,None
Executive King,2025-05-19,2025-05-26,2,750.23,confirmed,user_5681@example.com,Late checkout
Presidential Suite,2025-01-03,2025-01-15,3,1382.05,confirmed,user_8876@example.com,None
Presidential Suite,2025-12-11,2025-12-22,4,1130.7,canceled,user_1177@example.com,Late checkout
Executive King,2025-04-11,2025-04-24,1,564.26,confirmed,user_9815@example.com,Late checkout
Presidential Suite,2025-09-17,2025-09-28,4,1327.53,confirmed,user_5736@example.com,None
Executive King,2025-02-25,2025-03-08,2,657.39,canceled,user_5635@example.com,None
Deluxe Suite,2025-11-03,2025-11-16,1,679.1,confirmed,user_1515@example.com,None
Presidential Suite,2025-10-25,2025-11-06,1,905.56,confirmed,user_7650@example.com,None
Deluxe Suite,2025-04-30,2025-05-10,1,575.05,confirmed,user_8283@example.com,Early check-in
Deluxe Suite,2025-02-23,2025-03-03,2,704.5,confirmed,user_1537@example.com,None
Deluxe Suite,2025-07-04,2025-07-16,2,575.85,confirmed,user_9436@example.com,None
Executive King,2025-03-08,2025-03-14,1,673.37,confirmed,user_6221@example.com,None
Deluxe Suite,2025-03-31,2025-04-07,1,682.11,confirmed,user_6668@example.com,None
Deluxe Suite,2025-06-29,2025-07-05,1,1102.23,confirmed,user_9942@example.com,None
Executive King,2025-04-06,2025-04-16,2,862.39,confirmed,user_4414@example.com,None
Executive King,2025-06-03,2025-06-07,1,811.08,confirmed,user_1483@example.com,None
Executive King,2025-10-19,2025-10-29,2,746.48,confirmed,user_6559@example.com,Early check-in
Presidential Suite,2025-09-05,2025-09-18,1,1116.82,confirmed,user_1591@example.com,Late checkout
Presidential Suite,2025-09-26,2025-09-27,2,1075.08,confirmed,user_654@example.com,None
Deluxe Suite,2025-05-24,2025-05-30,1,333.46,confirmed,user_892@example.com,None
Presidential Suite,2025-03-17,2025-03-28,1,1048.92,confirmed,user_9506@example.com,None
Deluxe Suite,2025-05-18,2025-05-25,1,539.64,confirmed,user_7335@example.com,None
Executive King,2025-11-26,2025-12-05,2,868.82,canceled,user_6124@example.com,None
Deluxe Suite,2025-03-08,2025-03-21,1,804.11,confirmed,user_2434@example.com,Early check-in
Deluxe Suite,2025-03-25,2025-03-31,1,735.97,canceled,user_2384@example.com,None
Executive King,2025-10-19,2025-10-20,1,859.8,confirmed,user_7696@example.com,None
Executive King,2025-07-30,2025-08-04,2,632.75,confirmed,user_2884@example.com,None
Deluxe Suite,2025-11-15,2025-11-18,1,788.21,confirmed,user_9848@example.com,None
Presidential Suite,2025-10-03,2025-10-14,2,1420.72,confirmed,user_970@example.com,None
Executive King,2025-05-27,2025-06-04,2,498.92,confirmed,user_7264@example.com,None
Presidential Suite,2025-11-24,2025-11-26,2,1018.93,confirmed,user_9917@example.com,Late checkout
Executive King,2025-06-23,2025-06-25,1,673.66,confirmed,user_1841@example.com,None
Executive King,2025-07-12,2025-07-13,1,1202.51,confirmed,user_6817@example.com,Early check-in
Deluxe Suite,2025-05-20,2025-05-31,1,741.47,confirmed,user_6735@example.com,Early check-in
Presidential Suite,2025-06-05,2025-06-09,4,1253.7,confirmed,user_6240@example.com,None
Presidential Suite,2025-05-29,2025-06-02,2,1179.57,confirmed,user_1110@example.com,None
Presidential Suite,2025-11-04,2025-11-12,2,1158.24,confirmed,user_1316@example.com,Early check-in
Executive King,2025-07-15,2025-07-16,1,1045.78,confirmed,user_1567@example.com,None
Deluxe Suite,2025-08-26,2025-08-31,1,788.27,confirmed,user_141@example.com,None
Presidential Suite,2025-09-27,2025-10-08,4,1039.8,confirmed,user_9401@example.com,None
Deluxe Suite,2025-06-19,2025-06-28,2,882.48,confirmed,user_2508@example.com,None
Deluxe Suite,2025-12-07,2025-12-16,2,497.45,confirmed,user_4645@example.com,None
Executive King,2025-11-26,2025-12-07,1,832.02,confirmed,user_9439@example.com,None
Executive King,2025-02-01,2025-02-11,1,749.72,confirmed,user_8024@example.com,Early check-in
Deluxe Suite,2025-01-21,2025-02-02,1,558.92,confirmed,user_6358@example.com,Early check-in
Executive King,2025-02-21,2025-02-22,2,796.16,confirmed,user_2766@example.com,None
Executive King,2025-01-10,2025-01-21,2,933.0,canceled,user_6158@example.com,None
Presidential Suite,2025-10-07,2025-10-15,4,1095.26,confirmed,user_7043@example.com,Early check-in
Executive King,2025-01-02,2025-01-05,2,596.41,confirmed,user_5183@example.com,Late checkout
Deluxe Suite,2025-11-25,2025-11-30,2,401.4,confirmed,user_3387@example.com,None
Presidential Suite,2025-04-02,2025-04-04,4,1285.61,confirmed,user_6059@example.com,None
Presidential Suite,2025-03-26,2025-03-29,3,1417.98,confirmed,user_6861@example.com,None
Presidential Suite,2025-08-10,2025-08-12,3,1160.24,canceled,user_6810@example.com,Late checkout
Deluxe Suite,2025-06-12,2025-06-20,2,932.43,confirmed,user_7776@example.com,Late checkout
Deluxe Suite,2025-04-19,2025-04-24,2,682.03,confirmed,user_3460@example.com,Early check-in
Executive King,2025-02-11,2025-02-17,1,824.63,confirmed,user_6547@example.com,None
Presidential Suite,2025-10-20,2025-10-25,1,1215.64,canceled,user_9863@example.com,None
Executive King,2025-05-17,2025-05-22,1,730.87,confirmed,user_2429@example.com,None
Executive King,2025-08-19,2025-08-28,1,820.77,confirmed,user_2312@example.com,None
Deluxe Suite,2025-02-08,2025-02-15,2,566.11,confirmed,user_7127@example.com,None
Presidential Suite,2025-01-27,2025-02-06,2,887.71,canceled,user_7248@example.com,Early check-in
Presidential Suite,2025-11-07,2025-11-16,1,1141.99,confirmed,user_1613@example.com,None
Presidential Suite,2025-06-16,2025-06-24,4,1076.29,confirmed,user_4955@example.com,None
Executive King,2025-06-11,2025-06-20,1,783.08,confirmed,user_2738@example.com,None
Executive King,2025-03-10,2025-03-16,2,745.42,confirmed,user_5521@example.com,None
Deluxe Suite,2025-06-04,2025-06-06,1,693.12,confirmed,user_7135@example.com,None
Executive King,2025-04-29,2025-04-30,2,922.99,canceled,user_6163@example.com,Early check-in
Presidential Suite,2025-07-25,2025-08-06,2,1265.84,confirmed,user_2370@example.com,None
